time,Label
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:18:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:19:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:20:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
2023-12-24 16:21:00,1
