time,shunt_voltage,bus_voltage_V,current_mA,power_mW
0.5830766435717551,-0.6923954378397239,0.7914561251795641,-0.7083179419379836,-0.7150082784379269
0.5830766435717551,-0.7106324463739616,0.7914561251795641,-0.7143999447372669,-0.596377331907651
0.5830766435717551,-0.9173185430953228,1.1215335293328095,-0.7508919615329662,-0.9048177928863683
0.5830766435717551,-0.8930025317163391,0.7914561251795641,-0.902942031515047,-0.8573654142742579
0.5830766435717551,-0.44315632120514137,0.46137872102639205,-0.44679182156880465,-0.47774638537737507
0.5830766435717551,-0.7106324463739616,0.46137872102639205,-0.7083179419379836,-0.5251987639894854
0.5830766435717551,1.6540996602321996,-0.8589308955864428,1.3109069874240493,0.4238488082527219
-1.7150403999623374,-0.6923954378397239,0.46137872102639205,-0.6718259251422842,-0.6675558998258165
0.5830766435717551,-0.7288694549081993,0.46137872102639205,-0.7022359391387003,-0.7150082784379269
0.5830766435717551,-0.7288694549081993,0.7914561251795641,-0.72048194753655,-0.7150082784379269
-1.7150403999623374,2.760478177975956,-2.5093179163524497,2.2901094381086495,2.274491574125026
0.5830766435717551,-0.9233975459400686,0.7914561251795641,-0.8360400007229315,-0.7861868463560924
0.5830766435717551,0.5781161567121724,-1.5190857038928602,0.9763968334634715,0.9695511622919911
-1.7150403999623374,1.8729437626430525,-2.1792405121992777,2.2171254045172506,2.3693963313492468
0.5830766435717551,-0.899081534561085,1.1215335293328095,-0.7448099587336829,-0.9048177928863683
0.5830766435717551,2.8091102007339233,-2.1792405121992777,2.3570114689007653,2.274491574125026
0.5830766435717551,-0.3641292842234444,0.46137872102639205,0.0032763855781545075,0.020503590049783794
0.5830766435717551,-0.16352219034682924,0.46137872102639205,0.37427855633443163,-0.12185354578654731
0.5830766435717551,0.049242909219277806,-0.8589308955864428,-0.2521677319917412,-0.4302940067652647
0.5830766435717551,0.0006108864613104807,-0.19877608728002535,1.3717270154168817,-0.2879368709289336
0.5830766435717551,-0.7167114492187076,0.46137872102639205,-0.72048194753655,-0.7387344677439821
