time,shunt_voltage,bus_voltage_V,current_mA,power_mW
-1.7150403999623374,-0.6741584293054861,0.7914561251795641,-0.7022359391387003,-0.6675558998258165
0.5830766435717551,-0.4917883439631086,0.7914561251795641,-0.8117119895257985,-0.7861868463560924
0.5830766435717551,-0.4613933297393791,0.461378721026392,-0.4285458131709549,-0.4302940067652647
-1.7150403999623374,0.249850003095893,-0.1987760872800253,0.7635267354885584,0.7797416478435496
-1.7150403999623374,2.1525778935013644,-2.1792405121992777,2.2840274353093664,2.2033130062068604
-1.7150403999623374,-0.7410274605976912,0.7914561251795641,-0.7143999447372669,-0.7150082784379269
0.5830766435717551,-0.7167114492187076,0.7914561251795641,-0.7083179419379836,-0.7150082784379269
0.5830766435717551,-0.7045534435292157,0.7914561251795641,-0.7326459531351165,-0.7150082784379269
0.5830766435717551,-0.540420366721076,0.461378721026392,-0.5258578579594866,-0.5489249532955406
0.5830766435717551,0.4382990912830164,0.1313013168731467,-0.2643317375903077,-0.4302940067652647
0.5830766435717551,-0.7227904520634535,0.7914561251795641,-0.7143999447372669,-0.7150082784379269
0.5830766435717551,-0.4127613069814118,0.461378721026392,0.410770573130131,-0.0981273564804921
0.5830766435717551,1.6297836488532158,-1.8491631080461053,1.748811188972442,1.5152535163312604
0.5830766435717551,1.1556214269630345,-1.1890082997396882,0.2222284863523508,1.3966225698009844
-1.7150403999623374,-0.5282623610315842,0.461378721026392,-0.6900719335401339,-0.6675558998258165
0.5830766435717551,-0.4492353240498872,0.1313013168731467,-0.4346278159702381,-0.4065678174592095
0.5830766435717551,-0.4249193126709036,0.461378721026392,-0.3069057571852903,-0.4302940067652647
0.5830766435717551,-0.7288694549081993,0.7914561251795641,-0.878614020317914,-0.8573654142742579
-1.7150403999623374,-0.7227904520634535,0.7914561251795641,-0.6231699027480183,-0.7150082784379269
0.5830766435717551,1.331912509460666,-1.5190857038928602,1.1527749146426851,2.2033130062068604
0.5830766435717551,-0.6741584293054861,0.461378721026392,-0.4772018355652208,-0.7150082784379269
0.5830766435717551,-0.5221833581868383,-0.1987760872800253,-0.2643317375903077,0.4238488082527219
0.5830766435717551,1.9458917967800036,-2.1792405121992777,2.016419312140904,1.8948725452281432
0.5830766435717551,-0.029784127762419,0.1313013168731467,0.0884244247681197,0.2577654831103356
0.5830766435717551,-0.7227904520634535,0.7914561251795641,-0.8968600287157638,-0.9048177928863684
0.5830766435717551,-0.0480211362966568,-0.8589308955864428,0.8425927718792404,0.8509202157617152
-1.7150403999623374,2.0127608280722087,-1.8491631080461053,2.369175474499332,1.7050630307797017
0.5830766435717551,0.4079040770592868,-0.1987760872800253,-0.0940356592103772,-0.0981273564804921
0.5830766435717551,1.0279623672233702,0.1313013168731467,-0.2035117095974753,-0.5489249532955406
-1.7150403999623374,-0.6680794264607403,0.461378721026392,0.0032763855781545,-0.6675558998258165
0.5830766435717551,0.3714300599908113,-0.5288534914332708,-0.2704137403895909,-0.0981273564804921
0.5830766435717551,-0.4127613069814118,0.461378721026392,0.0397684023738538,0.4950273761708874
0.5830766435717551,0.5355631367989511,-1.1890082997396882,0.5810666515100615,-0.2404844923168232
0.5830766435717551,-0.7227904520634535,0.7914561251795641,-0.5441038663573363,-0.7150082784379269
0.5830766435717551,-0.5586573752553138,0.461378721026392,-0.5501858691566196,-0.5489249532955406
-1.7150403999623374,-0.7349484577529453,0.461378721026392,-0.7083179419379836,-0.5251987639894854
0.5830766435717551,0.3775090628355572,0.461378721026392,-0.5319398607587699,-0.5489249532955406
0.5830766435717551,-0.6498424179265024,0.461378721026392,-0.6961539363394171,-0.6675558998258165
0.5830766435717551,-0.0662581448308946,-0.5288534914332708,2.0285833177394705,2.0609558703705297
-1.7150403999623374,-0.6741584293054861,0.7914561251795641,-0.6779079279415674,-0.6675558998258165
0.5830766435717551,0.5051681225752215,-0.5288534914332708,0.2404744947502005,0.2340392938042804
0.5830766435717551,-0.2425492273285261,0.1313013168731467,0.1979004751552179,0.1154083472740045
0.5830766435717551,-0.7106324463739616,0.461378721026392,-0.2521677319917412,-0.7150082784379269
0.5830766435717551,2.1464988906566185,-2.1792405121992777,2.1867153905208347,2.132134438288695
0.5830766435717551,-0.7349484577529453,0.7914561251795641,-0.7387279559343998,-0.7150082784379269
0.5830766435717551,0.103953934821991,-0.1987760872800253,-0.0940356592103772,-0.2879368709289336
0.5830766435717551,-0.2729442415522557,0.1313013168731467,-0.2582497347910244,-0.5489249532955406
0.5830766435717551,-0.9355555516295604,0.7914561251795641,-0.902942031515047,-0.9048177928863684
0.5830766435717551,0.1647439632694502,0.1313013168731467,-0.300823754386007,-0.5251987639894854
0.5830766435717551,-0.4613933297393791,0.7914561251795641,-0.4467918215688046,-0.4302940067652647
0.5830766435717551,0.3106400315433522,0.1313013168731467,0.4168525759294142,0.4475749975587771
0.5830766435717551,1.8364697455745769,0.1313013168731467,0.0945064275674029,-0.477746385377375
-1.7150403999623374,-0.7106324463739616,0.7914561251795641,-0.5380218635580531,-0.7150082784379269
0.5830766435717551,-0.10273216189937,0.461378721026392,0.5871486543093447,0.566205944089053
-1.7150403999623374,2.1647358991908563,-2.509317916352523,2.138059368126569,2.0609558703705297
-1.7150403999623374,2.3045529646200125,-2.5093179163524497,2.308355446506499,2.2033130062068604
0.5830766435717551,-0.9173185430953228,1.1215335293328097,-0.902942031515047,-0.9048177928863684
0.5830766435717551,-0.2790232443970016,0.461378721026392,0.0458504051731371,0.0205035900497837
0.5830766435717551,-0.7167114492187076,0.461378721026392,-0.7022359391387003,-0.7150082784379269
0.5830766435717551,0.0857169262877532,-0.8589308955864428,-0.1366096788053598,-0.1218535457865473
0.5830766435717551,-0.2303912216390343,-0.1987760872800253,0.7574447326892753,1.7762415986978672
0.5830766435717551,0.4322200884382705,-0.8589308955864428,-0.2764957431888741,-0.2879368709289336
0.5830766435717551,0.5538001453331888,-0.1987760872800253,0.0884244247681197,0.3763964296406115
0.5830766435717551,-0.5829733866342974,0.461378721026392,-0.6718259251422842,-0.3591154388470991
0.5830766435717551,-0.2364702244837802,-0.1987760872800253,-0.641415911145868,-0.6201035212137062
0.5830766435717551,-0.6984744406844698,0.461378721026392,-0.7022359391387003,-0.7150082784379269
0.5830766435717551,-0.4553143268946332,0.7914561251795641,-0.5015298467623537,-0.4302940067652647
0.5830766435717551,-0.4735513354288709,0.1313013168731467,1.0797908810512864,1.088182108822267
-1.7150403999623374,2.559871084099341,-2.5093179163524497,3.092933807614036,2.8676463067764058
0.5830766435717551,-0.6072893980132811,0.461378721026392,-0.6961539363394171,-0.7150082784379269
-1.7150403999623374,-0.7288694549081993,0.7914561251795641,-0.6110058971494519,-0.7150082784379269
0.5830766435717551,-0.4370773183603954,0.461378721026392,-0.4528738243680879,-0.4302940067652647
-1.7150403999623374,0.1586649604247043,-0.5288534914332708,0.1918184723559347,0.2577654831103356
-1.7150403999623374,2.6814511409942594,-2.1792405121992777,1.882615250556673,1.8948725452281432
0.5830766435717551,-0.7227904520634535,0.461378721026392,-0.7022359391387003,-0.7387344677439821
0.5830766435717551,-0.9051605374058308,1.1215335293328097,-0.8846960231171973,-0.7387344677439821
-1.7150403999623374,-0.6984744406844698,0.7914561251795641,-0.7083179419379836,-0.7150082784379269
0.5830766435717551,-0.4917883439631086,0.461378721026392,-0.5015298467623537,-0.4302940067652647
